Job started on ece-silbmark2 at Wed Sep 16 08:05:28 AM IDT 2026
 77 92.1G   77 71.2G    0     0  4823k      0  5:33:49  4:18:15  1:15:34  178k
 77 92.1G   77 71.2G    0     0  4823k      0  5:33:50  4:18:16  1:15:34  168k
 77 92.1G   77 71.2G    0     0  4822k      0  5:33:51  4:18:17  1:15:34  187k
 77 92.1G   77 71.2G    0     0  4822k      0  5:33:52  4:18:18  1:15:34  232k
 77 92.1G   77 71.2G    0     0  4822k      0  5:33:53  4:18:19  1:15:34  272k
 77 92.1G   77 71.2G    0     0  4821k      0  5:33:55  4:18:20  1:15:35  326k
 77 92.1G   77 71.2G    0     0  4821k      0  5:33:56  4:18:21  1:15:35  377k
 77 92.1G   77 71.2G    0     0  4821k      0  5:33:57  4:18:22  1:15:35  419k
 77 92.1G   77 71.2G    0     0  4821k      0  5:33:58  4:18:23  1:15:35  448k
 77 92.1G   77 71.2G    0     0  4820k      0  5:33:59  4:18:24  1:15:35  472k
 77 92.1G   77 71.2G    0     0  4820k      0  5:34:00  4:18:25  1:15:35  493k
 77 92.1G   77 71.2G    0     0  4820k      0  5:34:02  4:18:26  1:15:36  512k
 77 92.1G   77 71.2G    0     0  4819k      0  5:34:03  4:18:27  1:15:36  535k
 77 92.1G   77 71.2G    0     0  4819k      0  5:34:04  4:18:28  1:15:36  566k
 77 92.1G   77 71.2G    0     0  4819k      0  5:34:05  4:18:29  1:15:36  605k
 77 92.1G   77 71.2G    0     0  4819k      0  5:34:06  4:18:30  1:15:36  625k
 77 92.1G   77 71.2G    0     0  4818k      0  5:34:07  4:18:31  1:15:36  636k
 77 92.1G   77 71.2G    0     0  4818k      0  5:34:08  4:18:32  1:15:36  630k
 77 92.1G   77 71.2G    0     0  4818k      0  5:34:09  4:18:33  1:15:36  631k
 77 92.1G   77 71.2G    0     0  4818k      0  5:34:11  4:18:34  1:15:37  630k
 77 92.1G   77 71.2G    0     0  4817k      0  5:34:12  4:18:35  1:15:37  637k
 77 92.1G   77 71.2G    0     0  4817k      0  5:34:13  4:18:36  1:15:37  646k
 77 92.1G   77 71.2G    0     0  4817k      0  5:34:14  4:18:37  1:15:37  643k
 77 92.1G   77 71.2G    0     0  4816k      0  5:34:15  4:18:38  1:15:37  643k
 77 92.1G   77 71.2G    0     0  4816k      0  5:34:16  4:18:39  1:15:37  640k
 77 92.1G   77 71.2G    0     0  4816k      0  5:34:17  4:18:40  1:15:37  640k
 77 92.1G   77 71.2G    0     0  4816k      0  5:34:18  4:18:41  1:15:37  615k
 77 92.1G   77 71.2G    0     0  4815k      0  5:34:20  4:18:42  1:15:38  603k
 77 92.1G   77 71.2G    0     0  4815k      0  5:34:21  4:18:43  1:15:38  591k
 77 92.1G   77 71.2G    0     0  4815k      0  5:34:22  4:18:44  1:15:38  568k
 77 92.1G   77 71.2G    0     0  4815k      0  5:34:23  4:18:45  1:15:38  534k
 77 92.1G   77 71.2G    0     0  4814k      0  5:34:24  4:18:46  1:15:38  534k
 77 92.1G   77 71.2G    0     0  4814k      0  5:34:25  4:18:47  1:15:38  554k
 77 92.1G   77 71.2G    0     0  4814k      0  5:34:26  4:18:48  1:15:38  563k
 77 92.1G   77 71.2G    0     0  4813k      0  5:34:27  4:18:49  1:15:38  588k
 77 92.1G   77 71.2G    0     0  4813k      0  5:34:29  4:18:50  1:15:39  658k
 77 92.1G   77 71.2G    0     0  4813k      0  5:34:30  4:18:51  1:15:39  739k
 77 92.1G   77 71.2G    0     0  4813k      0  5:34:31  4:18:52  1:15:39  755k
 77 92.1G   77 71.2G    0     0  4812k      0  5:34:32  4:18:53  1:15:39  737k
 77 92.1G   77 71.3G    0     0  4812k      0  5:34:33  4:18:54  1:15:39  720k
 77 92.1G   77 71.3G    0     0  4812k      0  5:34:34  4:18:55  1:15:39  662k
 77 92.1G   77 71.3G    0     0  4812k      0  5:34:35  4:18:56  1:15:39  560k
 77 92.1G   77 71.3G    0     0  4811k      0  5:34:36  4:18:57  1:15:39  531k
 77 92.1G   77 71.3G    0     0  4811k      0  5:34:38  4:18:58  1:15:40  525k
 77 92.1G   77 71.3G    0     0  4811k      0  5:34:39  4:18:59  1:15:40  508k
 77 92.1G   77 71.3G    0     0  4810k      0  5:34:40  4:19:00  1:15:40  505k
 77 92.1G   77 71.3G    0     0  4810k      0  5:34:41  4:19:01  1:15:40  529k
 77 92.1G   77 71.3G    0     0  4810k      0  5:34:42  4:19:02  1:15:40  534k
 77 92.1G   77 71.3G    0     0  4810k      0  5:34:43  4:19:03  1:15:40  554k
 77 92.1G   77 71.3G    0     0  4809k      0  5:34:44  4:19:04  1:15:40  574k
 77 92.1G   77 71.3G    0     0  4809k      0  5:34:46  4:19:05  1:15:41  575k
 77 92.1G   77 71.3G    0     0  4809k      0  5:34:47  4:19:06  1:15:41  588k
 77 92.1G   77 71.3G    0     0  4809k      0  5:34:48  4:19:07  1:15:41  568k
 77 92.1G   77 71.3G    0     0  4808k      0  5:34:49  4:19:08  1:15:41  532k
 77 92.1G   77 71.3G    0     0  4808k      0  5:34:50  4:19:09  1:15:41  472k
 77 92.1G   77 71.3G    0     0  4808k      0  5:34:51  4:19:10  1:15:41  407k
 77 92.1G   77 71.3G    0     0  4807k      0  5:34:53  4:19:11  1:15:42  341k
 77 92.1G   77 71.3G    0     0  4807k      0  5:34:54  4:19:12  1:15:42  313k
 77 92.1G   77 71.3G    0     0  4807k      0  5:34:55  4:19:13  1:15:42  291k
 77 92.1G   77 71.3G    0     0  4807k      0  5:34:56  4:19:14  1:15:42  302k
 77 92.1G   77 71.3G    0     0  4806k      0  5:34:58  4:19:15  1:15:43  324k
 77 92.1G   77 71.3G    0     0  4806k      0  5:34:59  4:19:16  1:15:43  347k
 77 92.1G   77 71.3G    0     0  4806k      0  5:35:00  4:19:17  1:15:43  395k
 77 92.1G   77 71.3G    0     0  4805k      0  5:35:01  4:19:18  1:15:43  481k
 77 92.1G   77 71.3G    0     0  4805k      0  5:35:02  4:19:19  1:15:43  594k
 77 92.1G   77 71.3G    0     0  4805k      0  5:35:03  4:19:20  1:15:43  703k
 77 92.1G   77 71.3G    0     0  4805k      0  5:35:04  4:19:21  1:15:43  823k
 77 92.1G   77 71.3G    0     0  4804k      0  5:35:05  4:19:22  1:15:43  919k
 77 92.1G   77 71.3G    0     0  4804k      0  5:35:06  4:19:23  1:15:43  903k
 77 92.1G   77 71.3G    0     0  4804k      0  5:35:07  4:19:24  1:15:43  841k
 77 92.1G   77 71.3G    0     0  4804k      0  5:35:09  4:19:25  1:15:44  743k
 77 92.1G   77 71.3G    0     0  4803k      0  5:35:10  4:19:26  1:15:44  623k
 77 92.1G   77 71.3G    0     0  4803k      0  5:35:11  4:19:27  1:15:44  508k
 77 92.1G   77 71.3G    0     0  4803k      0  5:35:12  4:19:28  1:15:44  463k
 77 92.1G   77 71.3G    0     0  4803k      0  5:35:13  4:19:29  1:15:44  442k
 77 92.1G   77 71.3G    0     0  4802k      0  5:35:14  4:19:30  1:15:44  443k
 77 92.1G   77 71.3G    0     0  4802k      0  5:35:16  4:19:31  1:15:45  449k
 77 92.1G   77 71.3G    0     0  4802k      0  5:35:17  4:19:32  1:15:45  460k
 77 92.1G   77 71.3G    0     0  4801k      0  5:35:18  4:19:33  1:15:45  468k
 77 92.1G   77 71.3G    0     0  4801k      0  5:35:19  4:19:34  1:15:45  442k
 77 92.1G   77 71.3G    0     0  4801k      0  5:35:20  4:19:35  1:15:45  427k
 77 92.1G   77 71.3G    0     0  4801k      0  5:35:21  4:19:36  1:15:45  410k
 77 92.1G   77 71.3G    0     0  4800k      0  5:35:23  4:19:37  1:15:46  383k
 77 92.1G   77 71.3G    0     0  4800k      0  5:35:24  4:19:38  1:15:46  350k
 77 92.1G   77 71.3G    0     0  4800k      0  5:35:25  4:19:39  1:15:46  354k
 77 92.1G   77 71.3G    0     0  4799k      0  5:35:26  4:19:40  1:15:46  360k
 77 92.1G   77 71.3G    0     0  4799k      0  5:35:27  4:19:41  1:15:46  369k
 77 92.1G   77 71.3G    0     0  4799k      0  5:35:29  4:19:42  1:15:47  376k
 77 92.1G   77 71.3G    0     0  4799k      0  5:35:30  4:19:43  1:15:47  374k
 77 92.1G   77 71.3G    0     0  4798k      0  5:35:31  4:19:44  1:15:47  386k
 77 92.1G   77 71.3G    0     0  4798k      0  5:35:32  4:19:45  1:15:47  376k
 77 92.1G   77 71.3G    0     0  4798k      0  5:35:33  4:19:46  1:15:47  352k
 77 92.1G   77 71.3G    0     0  4797k      0  5:35:35  4:19:47  1:15:48  332k
 77 92.1G   77 71.3G    0     0  4797k      0  5:35:36  4:19:48  1:15:48  324k
 77 92.1G   77 71.3G    0     0  4797k      0  5:35:37  4:19:49  1:15:48  307k
 77 92.1G   77 71.3G    0     0  4797k      0  5:35:38  4:19:50  1:15:48  310k
 77 92.1G   77 71.3G    0     0  4796k      0  5:35:39  4:19:51  1:15:48  330k
 77 92.1G   77 71.3G    0     0  4796k      0  5:35:41  4:19:52  1:15:49  348k
 77 92.1G   77 71.3G    0     0  4796k      0  5:35:42  4:19:53  1:15:49  373k
 77 92.1G   77 71.3G    0     0  4795k      0  5:35:43  4:19:54  1:15:49  398k
 77 92.1G   77 71.3G    0     0  4795k      0  5:35:44  4:19:55  1:15:49  415k
 77 92.1G   77 71.3G    0     0  4795k      0  5:35:45  4:19:56  1:15:49  417k
 77 92.1G   77 71.3G    0     0  4795k      0  5:35:46  4:19:57  1:15:49  407k
 77 92.1G   77 71.3G    0     0  4794k      0  5:35:48  4:19:58  1:15:50  386k
 77 92.1G   77 71.3G    0     0  4794k      0  5:35:49  4:19:59  1:15:50  354k
 77 92.1G   77 71.3G    0     0  4794k      0  5:35:50  4:20:00  1:15:50  330k
 77 92.1G   77 71.3G    0     0  4793k      0  5:35:51  4:20:01  1:15:50  328k
 77 92.1G   77 71.3G    0     0  4793k      0  5:35:52  4:20:02  1:15:50  340k
 77 92.1G   77 71.3G    0     0  4793k      0  5:35:54  4:20:03  1:15:51  368k
 77 92.1G   77 71.3G    0     0  4793k      0  5:35:55  4:20:04  1:15:51  431k
 77 92.1G   77 71.3G    0     0  4792k      0  5:35:56  4:20:05  1:15:51  533k
 77 92.1G   77 71.3G    0     0  4792k      0  5:35:57  4:20:06  1:15:51  700k
 77 92.1G   77 71.3G    0     0  4792k      0  5:35:58  4:20:07  1:15:51  838k
 77 92.1G   77 71.3G    0     0  4792k      0  5:35:59  4:20:08  1:15:51  925k
 77 92.1G   77 71.3G    0     0  4791k      0  5:36:00  4:20:09  1:15:51  994k
 77 92.1G   77 71.3G    0     0  4791k      0  5:36:01  4:20:10  1:15:51  990k
 77 92.1G   77 71.3G    0     0  4791k      0  5:36:02  4:20:11  1:15:51  906k
 77 92.1G   77 71.3G    0     0  4791k      0  5:36:03  4:20:12  1:15:51  830k
 77 92.1G   77 71.3G    0     0  4790k      0  5:36:04  4:20:13  1:15:51  796k
 77 92.1G   77 71.3G    0     0  4790k      0  5:36:05  4:20:14  1:15:51  733k
 77 92.1G   77 71.3G    0     0  4790k      0  5:36:07  4:20:15  1:15:52  692k
 77 92.1G   77 71.3G    0     0  4790k      0  5:36:08  4:20:16  1:15:52  678k
 77 92.1G   77 71.3G    0     0  4789k      0  5:36:09  4:20:17  1:15:52  684k
 77 92.1G   77 71.3G    0     0  4789k      0  5:36:10  4:20:18  1:15:52  687k
 77 92.1G   77 71.3G    0     0  4789k      0  5:36:11  4:20:19  1:15:52  682k
 77 92.1G   77 71.3G    0     0  4789k      0  5:36:12  4:20:20  1:15:52  692k
 77 92.1G   77 71.3G    0     0  4788k      0  5:36:13  4:20:21  1:15:52  689k
 77 92.1G   77 71.3G    0     0  4788k      0  5:36:14  4:20:22  1:15:52  694k
 77 92.1G   77 71.3G    0     0  4788k      0  5:36:15  4:20:23  1:15:52  704k
 77 92.1G   77 71.3G    0     0  4787k      0  5:36:16  4:20:24  1:15:52  730k
 77 92.1G   77 71.3G    0     0  4787k      0  5:36:17  4:20:25  1:15:52  759k
 77 92.1G   77 71.3G    0     0  4787k      0  5:36:19  4:20:26  1:15:53  761k
 77 92.1G   77 71.3G    0     0  4787k      0  5:36:20  4:20:27  1:15:53  768k
 77 92.1G   77 71.3G    0     0  4786k      0  5:36:21  4:20:28  1:15:53  794k
 77 92.1G   77 71.3G    0     0  4786k      0  5:36:22  4:20:29  1:15:53  818k
 77 92.1G   77 71.3G    0     0  4786k      0  5:36:23  4:20:30  1:15:53  798k
 77 92.1G   77 71.3G    0     0  4786k      0  5:36:24  4:20:31  1:15:53  824k
 77 92.1G   77 71.3G    0     0  4785k      0  5:36:25  4:20:32  1:15:53  818k
 77 92.1G   77 71.3G    0     0  4785k      0  5:36:26  4:20:33  1:15:53  809k
 77 92.1G   77 71.3G    0     0  4785k      0  5:36:27  4:20:34  1:15:53  801k
 77 92.1G   77 71.3G    0     0  4785k      0  5:36:28  4:20:35  1:15:53  835k
 77 92.1G   77 71.3G    0     0  4784k      0  5:36:29  4:20:36  1:15:53  821k
 77 92.1G   77 71.3G    0     0  4784k      0  5:36:30  4:20:37  1:15:53  767k
 77 92.1G   77 71.3G    0     0  4784k      0  5:36:32  4:20:38  1:15:54  662k
 77 92.1G   77 71.3G    0     0  4784k      0  5:36:33  4:20:39  1:15:54  562k
 77 92.1G   77 71.3G    0     0  4783k      0  5:36:34  4:20:40  1:15:54  454k
 77 92.1G   77 71.3G    0     0  4783k      0  5:36:35  4:20:41  1:15:54  372k
 77 92.1G   77 71.3G    0     0  4783k      0  5:36:36  4:20:42  1:15:54  351k
 77 92.1G   77 71.3G    0     0  4782k      0  5:36:38  4:20:43  1:15:55  380k
 77 92.1G   77 71.3G    0     0  4782k      0  5:36:39  4:20:44  1:15:55  429k
 77 92.1G   77 71.3G    0     0  4782k      0  5:36:40  4:20:45  1:15:55  463k
 77 92.1G   77 71.3G    0     0  4782k      0  5:36:41  4:20:46  1:15:55  507k
 77 92.1G   77 71.3G    0     0  4781k      0  5:36:42  4:20:47  1:15:55  556k
 77 92.1G   77 71.3G    0     0  4781k      0  5:36:43  4:20:48  1:15:55  591k
 77 92.1G   77 71.3G    0     0  4781k      0  5:36:44  4:20:49  1:15:55  611k
 77 92.1G   77 71.3G    0     0  4781k      0  5:36:45  4:20:50  1:15:55  607k
 77 92.1G   77 71.3G    0     0  4780k      0  5:36:47  4:20:51  1:15:56  610k
 77 92.1G   77 71.3G    0     0  4780k      0  5:36:48  4:20:52  1:15:56  612k
 77 92.1G   77 71.3G    0     0  4780k      0  5:36:49  4:20:53  1:15:56  614k
 77 92.1G   77 71.3G    0     0  4780k      0  5:36:50  4:20:54  1:15:56  615k
 77 92.1G   77 71.3G    0     0  4779k      0  5:36:51  4:20:55  1:15:56  651k
 77 92.1G   77 71.3G    0     0  4779k      0  5:36:52  4:20:56  1:15:56  669k
 77 92.1G   77 71.3G    0     0  4779k      0  5:36:53  4:20:57  1:15:56  659k
 77 92.1G   77 71.3G    0     0  4778k      0  5:36:54  4:20:58  1:15:56  671k
 77 92.1G   77 71.3G    0     0  4778k      0  5:36:55  4:20:59  1:15:56  678k
 77 92.1G   77 71.3G    0     0  4778k      0  5:36:57  4:21:00  1:15:57  657k
 77 92.1G   77 71.3G    0     0  4778k      0  5:36:58  4:21:01  1:15:57  646k
 77 92.1G   77 71.3G    0     0  4777k      0  5:36:59  4:21:02  1:15:57  620k
 77 92.1G   77 71.3G    0     0  4777k      0  5:37:00  4:21:03  1:15:57  563k
 77 92.1G   77 71.3G    0     0  4777k      0  5:37:01  4:21:04  1:15:57  507k
 77 92.1G   77 71.3G    0     0  4777k      0  5:37:02  4:21:05  1:15:57  465k
 77 92.1G   77 71.3G    0     0  4776k      0  5:37:04  4:21:06  1:15:58  415k
 77 92.1G   77 71.3G    0     0  4776k      0  5:37:05  4:21:07  1:15:58  371k
 77 92.1G   77 71.3G    0     0  4776k      0  5:37:06  4:21:08  1:15:58  337k
 77 92.1G   77 71.3G    0     0  4775k      0  5:37:07  4:21:09  1:15:58  307k
 77 92.1G   77 71.3G    0     0  4775k      0  5:37:08  4:21:10  1:15:58  294k
 77 92.1G   77 71.3G    0     0  4775k      0  5:37:10  4:21:11  1:15:59  274k
 77 92.1G   77 71.3G    0     0  4775k      0  5:37:11  4:21:12  1:15:59  279k
 77 92.1G   77 71.3G    0     0  4774k      0  5:37:12  4:21:13  1:15:59  300k
 77 92.1G   77 71.3G    0     0  4774k      0  5:37:13  4:21:14  1:15:59  310k
 77 92.1G   77 71.3G    0     0  4774k      0  5:37:15  4:21:15  1:16:00  320k
 77 92.1G   77 71.3G    0     0  4773k      0  5:37:16  4:21:16  1:16:00  337k
 77 92.1G   77 71.3G    0     0  4773k      0  5:37:17  4:21:17  1:16:00  334k
 77 92.1G   77 71.3G    0     0  4773k      0  5:37:18  4:21:18  1:16:00  310k
 77 92.1G   77 71.3G    0     0  4773k      0  5:37:19  4:21:19  1:16:00  282k
 77 92.1G   77 71.3G    0     0  4772k      0  5:37:21  4:21:20  1:16:01  251k
 77 92.1G   77 71.3G    0     0  4772k      0  5:37:22  4:21:21  1:16:01  223k
 77 92.1G   77 71.3G    0     0  4772k      0  5:37:23  4:21:22  1:16:01  219k
 77 92.1G   77 71.3G    0     0  4771k      0  5:37:24  4:21:23  1:16:01  225k
 77 92.1G   77 71.3G    0     0  4771k      0  5:37:26  4:21:24  1:16:02  243k
 77 92.1G   77 71.3G    0     0  4771k      0  5:37:27  4:21:25  1:16:02  259k
 77 92.1G   77 71.3G    0     0  4771k      0  5:37:28  4:21:26  1:16:02  274k
 77 92.1G   77 71.3G    0     0  4770k      0  5:37:29  4:21:27  1:16:02  286k
 77 92.1G   77 71.3G    0     0  4770k      0  5:37:30  4:21:28  1:16:02  306k
 77 92.1G   77 71.3G    0     0  4770k      0  5:37:32  4:21:29  1:16:03  333k
 77 92.1G   77 71.3G    0     0  4769k      0  5:37:33  4:21:30  1:16:03  381k
 77 92.1G   77 71.3G    0     0  4769k      0  5:37:34  4:21:31  1:16:03  475k
 77 92.1G   77 71.3G    0     0  4769k      0  5:37:35  4:21:32  1:16:03  628k
 77 92.1G   77 71.3G    0     0  4769k      0  5:37:36  4:21:33  1:16:03  727k
 77 92.1G   77 71.3G    0     0  4768k      0  5:37:37  4:21:34  1:16:03  784k
 77 92.1G   77 71.3G    0     0  4768k      0  5:37:38  4:21:35  1:16:03  787k
 77 92.1G   77 71.3G    0     0  4768k      0  5:37:39  4:21:36  1:16:03  693k
 77 92.1G   77 71.3G    0     0  4768k      0  5:37:41  4:21:37  1:16:04  510k
 77 92.1G   77 71.3G    0     0  4767k      0  5:37:42  4:21:38  1:16:04  373k
 77 92.1G   77 71.3G    0     0  4767k      0  5:37:43  4:21:39  1:16:04  266k
 77 92.1G   77 71.3G    0     0  4767k      0  5:37:44  4:21:40  1:16:04  204k
 77 92.1G   77 71.3G    0     0  4766k      0  5:37:45  4:21:41  1:16:04  194k
 77 92.1G   77 71.3G    0     0  4766k      0  5:37:47  4:21:42  1:16:05  204k
 77 92.1G   77 71.3G    0     0  4766k      0  5:37:48  4:21:43  1:16:05  227k
 77 92.1G   77 71.3G    0     0  4766k      0  5:37:49  4:21:44  1:16:05  290k
 77 92.1G   77 71.3G    0     0  4765k      0  5:37:50  4:21:45  1:16:05  396k
 77 92.1G   77 71.3G    0     0  4765k      0  5:37:51  4:21:46  1:16:05  524k
 77 92.1G   77 71.3G    0     0  4765k      0  5:37:52  4:21:47  1:16:05  616k
 77 92.1G   77 71.3G    0     0  4765k      0  5:37:54  4:21:48  1:16:06  621k
 77 92.1G   77 71.3G    0     0  4764k      0  5:37:55  4:21:49  1:16:06  577k
 77 92.1G   77 71.3G    0     0  4764k      0  5:37:56  4:21:50  1:16:06  458k
 77 92.1G   77 71.3G    0     0  4764k      0  5:37:57  4:21:51  1:16:06  327k
 77 92.1G   77 71.3G    0     0  4763k      0  5:37:59  4:21:52  1:16:07  212k
 77 92.1G   77 71.3G    0     0  4763k      0  5:38:00  4:21:53  1:16:07  171k
 77 92.1G   77 71.3G    0     0  4763k      0  5:38:01  4:21:54  1:16:07  170k
 77 92.1G   77 71.3G    0     0  4763k      0  5:38:02  4:21:55  1:16:07  184k
 77 92.1G   77 71.3G    0     0  4762k      0  5:38:03  4:21:56  1:16:07  186k
 77 92.1G   77 71.3G    0     0  4762k      0  5:38:05  4:21:57  1:16:08  174k
 77 92.1G   77 71.3G    0     0  4762k      0  5:38:06  4:21:58  1:16:08  169k
 77 92.1G   77 71.3G    0     0  4761k      0  5:38:07  4:21:59  1:16:08  163k
 77 92.1G   77 71.3G    0     0  4761k      0  5:38:08  4:22:00  1:16:08  154k
 77 92.1G   77 71.3G    0     0  4761k      0  5:38:10  4:22:01  1:16:09  165k
 77 92.1G   77 71.3G    0     0  4760k      0  5:38:11  4:22:02  1:16:09  194k
 77 92.1G   77 71.3G    0     0  4760k      0  5:38:12  4:22:03  1:16:09  246k
 77 92.1G   77 71.3G    0     0  4760k      0  5:38:13  4:22:04  1:16:09  340k
 77 92.1G   77 71.3G    0     0  4760k      0  5:38:14  4:22:05  1:16:09  498k
 77 92.1G   77 71.3G    0     0  4759k      0  5:38:15  4:22:06  1:16:09  747k
 77 92.1G   77 71.3G    0     0  4759k      0  5:38:16  4:22:07  1:16:09  954k
 77 92.1G   77 71.3G    0     0  4759k      0  5:38:17  4:22:08  1:16:09 1009k
 77 92.1G   77 71.3G    0     0  4759k      0  5:38:18  4:22:09  1:16:09 1000k
 77 92.1G   77 71.3G    0     0  4758k      0  5:38:19  4:22:10  1:16:09  911k
 77 92.1G   77 71.3G    0     0  4758k      0  5:38:21  4:22:11  1:16:10  669k
 77 92.1G   77 71.3G    0     0  4758k      0  5:38:22  4:22:12  1:16:10  448k
 77 92.1G   77 71.3G    0     0  4758k      0  5:38:23  4:22:13  1:16:10  341k
 77 92.1G   77 71.3G    0     0  4757k      0  5:38:24  4:22:14  1:16:10  245k
 77 92.1G   77 71.3G    0     0  4757k      0  5:38:26  4:22:15  1:16:11  170k
 77 92.1G   77 71.3G    0     0  4757k      0  5:38:27  4:22:16  1:16:11  146k
 77 92.1G   77 71.3G    0     0  4756k      0  5:38:28  4:22:17  1:16:11  144k
 77 92.1G   77 71.3G    0     0  4756k      0  5:38:29  4:22:18  1:16:11  144k
 77 92.1G   77 71.3G    0     0  4756k      0  5:38:31  4:22:19  1:16:12  170k
 77 92.1G   77 71.3G    0     0  4756k      0  5:38:32  4:22:20  1:16:12  210k
 77 92.1G   77 71.3G    0     0  4755k      0  5:38:33  4:22:21  1:16:12  265k
 77 92.1G   77 71.3G    0     0  4755k      0  5:38:34  4:22:22  1:16:12  319k
 77 92.1G   77 71.3G    0     0  4755k      0  5:38:35  4:22:23  1:16:12  364k
 77 92.1G   77 71.3G    0     0  4754k      0  5:38:37  4:22:24  1:16:13  360k
 77 92.1G   77 71.3G    0     0  4754k      0  5:38:38  4:22:25  1:16:13  326k
 77 92.1G   77 71.3G    0     0  4754k      0  5:38:39  4:22:26  1:16:13  277k
 77 92.1G   77 71.3G    0     0  4754k      0  5:38:40  4:22:27  1:16:13  226k
 77 92.1G   77 71.3G    0     0  4753k      0  5:38:42  4:22:28  1:16:14  177k
 77 92.1G   77 71.3G    0     0  4753k      0  5:38:43  4:22:29  1:16:14  180k
 77 92.1G   77 71.3G    0     0  4753k      0  5:38:44  4:22:30  1:16:14  194k
 77 92.1G   77 71.3G    0     0  4752k      0  5:38:45  4:22:31  1:16:14  211k
 77 92.1G   77 71.3G    0     0  4752k      0  5:38:46  4:22:32  1:16:14  230k
 77 92.1G   77 71.3G    0     0  4752k      0  5:38:48  4:22:33  1:16:15  248k
 77 92.1G   77 71.3G    0     0  4752k      0  5:38:49  4:22:34  1:16:15  258k
 77 92.1G   77 71.4G    0     0  4751k      0  5:38:50  4:22:35  1:16:15  280k
 77 92.1G   77 71.4G    0     0  4751k      0  5:38:51  4:22:36  1:16:15  282k
 77 92.1G   77 71.4G    0     0  4751k      0  5:38:52  4:22:37  1:16:15  281k
 77 92.1G   77 71.4G    0     0  4750k      0  5:38:54  4:22:38  1:16:16  288k
 77 92.1G   77 71.4G    0     0  4750k      0  5:38:55  4:22:39  1:16:16  282k
 77 92.1G   77 71.4G    0     0  4750k      0  5:38:56  4:22:40  1:16:16  274k
 77 92.1G   77 71.4G    0     0  4750k      0  5:38:57  4:22:41  1:16:16  272k
 77 92.1G   77 71.4G    0     0  4749k      0  5:38:59  4:22:42  1:16:17  264k
 77 92.1G   77 71.4G    0     0  4749k      0  5:39:00  4:22:43  1:16:17  265k
 77 92.1G   77 71.4G    0     0  4749k      0  5:39:01  4:22:44  1:16:17  279k
 77 92.1G   77 71.4G    0     0  4748k      0  5:39:02  4:22:45  1:16:17  294k
 77 92.1G   77 71.4G    0     0  4748k      0  5:39:03  4:22:46  1:16:17  327k
 77 92.1G   77 71.4G    0     0  4748k      0  5:39:05  4:22:47  1:16:18  385k
 77 92.1G   77 71.4G    0     0  4748k      0  5:39:06  4:22:48  1:16:18  486k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:07  4:22:49  1:16:18  665k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:07  4:22:50  1:16:17  925k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:08  4:22:51  1:16:17 1323k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:08  4:22:52  1:16:16 1867k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:09  4:22:53  1:16:16 2569k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:08  4:22:54  1:16:14 3436k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:08  4:22:55  1:16:13 4551k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:07  4:22:56  1:16:11 5577k
 77 92.1G   77 71.4G    0     0  4748k      0  5:39:06  4:22:57  1:16:09 6324k
 77 92.1G   77 71.4G    0     0  4748k      0  5:39:06  4:22:58  1:16:08 6452k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:07  4:22:59  1:16:08 5889k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:07  4:23:00  1:16:07 4860k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:08  4:23:01  1:16:07 3616k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:09  4:23:02  1:16:07 2471k
 77 92.1G   77 71.4G    0     0  4747k      0  5:39:10  4:23:03  1:16:07 1699k
 77 92.1G   77 71.4G    0     0  4746k      0  5:39:11  4:23:04  1:16:07 1440k
 77 92.1G   77 71.4G    0     0  4746k      0  5:39:12  4:23:05  1:16:07 1303k
 77 92.1G   77 71.4G    0     0  4746k      0  5:39:13  4:23:06  1:16:07 1317k
 77 92.1G   77 71.4G    0     0  4746k      0  5:39:14  4:23:07  1:16:07 1296k
 77 92.1G   77 71.4G    0     0  4745k      0  5:39:15  4:23:08  1:16:07 1267k
 77 92.1G   77 71.4G    0     0  4745k      0  5:39:16  4:23:09  1:16:07 1250k
 77 92.1G   77 71.4G    0     0  4745k      0  5:39:17  4:23:10  1:16:07 1230k
 77 92.1G   77 71.4G    0     0  4745k      0  5:39:18  4:23:11  1:16:07 1166k
 77 92.1G   77 71.4G    0     0  4745k      0  5:39:19  4:23:12  1:16:07 1157k
 77 92.1G   77 71.4G    0     0  4744k      0  5:39:20  4:23:13  1:16:07 1159k
 77 92.1G   77 71.4G    0     0  4744k      0  5:39:21  4:23:14  1:16:07 1107k
 77 92.1G   77 71.4G    0     0  4744k      0  5:39:22  4:23:15  1:16:07 1023k
 77 92.1G   77 71.4G    0     0  4744k      0  5:39:23  4:23:16  1:16:07  963k
